QuantitySold,Price,isPromoPeriod,TV,Online,StoresAvailability,Product_TXQQX,Product_TXQT7,Product_TXQTZ,Product_TXX00,Product_TXX06,Product_TXX5Q,Product_TXXX0,Product_TXZ06,Product_TZQAQ,Channel_B,Channel_C,Channel_D,Channel_E,Channel_F,Month_2,Month_3,Month_4,Month_5,Month_6,Month_7,Month_8,Month_9,Month_10,Month_11,Month_12
94,4.894805194805191,False,0.0,0.0,0.35,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
382,2.4866129032258053,True,0.0,0.0,0.66,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
12,6.49,False,0.0,0.0,0.11,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
254,9.72600000000003,True,0.0,1400.0,0.55,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
15962,4.525137990336586,True,0.0,0.0,0.9,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
14762,3.4557984469952703,True,0.0,0.0,0.4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
204,9.66292682926833,True,112195.43,12149.148,0.54,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
19232,3.4487017139933505,False,0.0,0.0,0.31,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1966,3.25209505941213,False,0.0,0.0,0.03,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
17413,10.453006306937626,True,241641.5,39250.5469999999,0.9,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
17730,2.8475063790303903,True,0.0,0.0,0.37,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
13196,4.543739180611652,True,0.0,0.0,0.69,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
194,9.751935483870929,True,0.0,0.0,0.64,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
25,6.49047619047619,False,0.0,0.0,0.14,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
7501,3.4541182331451297,True,0.0,0.0,0.2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
13272,4.181971968074754,True,0.0,0.0,0.84,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
142,3.9628421052631566,True,0.0,0.0,0.42,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
50,11.9657894736842,True,0.0,0.0,0.17,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,5.99,False,0.0,0.0,0.08,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
134,3.518333333333334,True,0.0,0.0,0.65,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1677,3.21011730205279,False,0.0,0.0,0.03,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
9243,3.46598748362684,True,0.0,0.0,0.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21167,3.4521672825385696,True,0.0,0.0,0.66,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46,5.48947368421053,False,0.0,0.0,0.19,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
175,1.693361344537818,True,0.0,0.0,0.57,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
2352,9.00883429168845,False,0.0,0.0,0.04,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
175,3.32727272727273,False,0.0,0.0,0.53,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
20,4.07647058823529,False,0.0,0.0,0.1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
17,5.992857142857139,False,0.0,0.0,0.1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59,3.27375,False,0.0,0.0,0.26,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
14773,4.791975798827756,True,0.0,0.0,0.92,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
28649,2.30357139601659,True,0.0,0.0,0.97,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
16790,3.4536967556830698,True,0.0,0.0,0.42,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3533,8.97308641975309,True,0.0,0.0,0.11,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
16202,1.85491691637156,True,0.0,0.0,0.01,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
207,8.992455089820355,True,157125.13,12276.264,0.56,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
114,2.99032258064516,False,143205.51,23853.326,0.26,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
107,2.9896551724137903,False,0.0,5434.212,0.27,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1811,1.63152434158021,True,0.0,0.0,0.01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
52,11.9906976744186,False,0.0,1400.0,0.16,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
29,5.99166666666667,False,0.0,0.0,0.16,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15224,3.46891258684763,False,0.0,0.0,0.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
135,3.978305084745765,True,0.0,0.0,0.45,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
31,5.9884615384615385,False,0.0,0.0,0.17,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
99,3.538125,True,0.0,0.0,0.41,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
76,3.99032258064516,False,0.0,0.0,0.25,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
20927,11.755667396061272,True,185418.98,51855.132,0.96,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
211,3.2553191489361746,True,0.0,0.0,0.41,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
174,9.375882352941147,True,185460.21,41355.412,0.62,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
5783,3.54512666380421,True,0.0,7007.919,0.01,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
300,9.33180722891568,True,0.0,0.0,0.58,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
23052,4.58014137720902,True,0.0,0.0,0.96,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
21313,4.598071610567246,True,0.0,0.0,0.94,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
22608,3.4528687852103,True,0.0,0.0,0.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
21195,3.053156591581614,True,0.0,0.0,0.9,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
91,1.99122807017544,True,0.0,0.0,0.22,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
8009,8.54740479115479,False,0.0,0.0,0.27,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
24822,2.302903914590748,True,0.0,0.0,0.68,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
147,9.30923076923073,True,0.0,4733.281,0.44,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
27467,2.525578125,True,212455.92,33405.19,0.78,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
45,5.989189189189191,False,119585.88,0.0,0.17,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
67,3.098333333333331,True,0.0,0.0,0.38,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
14287,4.531879739023097,True,0.0,0.0,0.9,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
11,3.98888888888889,False,0.0,0.0,0.02,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
60,5.45918367346939,False,0.0,0.0,0.26,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
11833,4.795032543003248,True,0.0,0.0,0.87,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,6.428125,False,0.0,0.0,0.2,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
138,3.197027027027024,True,0.0,0.0,0.62,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
25,5.99047619047619,False,0.0,0.0,0.05,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
5194,3.5447284345047905,True,0.0,0.0,0.01,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
102,3.518888888888892,True,0.0,0.0,0.43,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
154,3.335625,True,213049.16,7772.615,0.51,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
5439,3.52890365448505,True,177449.07,11118.877,0.01,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
20796,3.0289829059829074,True,0.0,0.0,0.92,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
17940,4.01875927070457,True,0.0,0.0,0.94,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
66,6.4907407407407405,False,0.0,0.0,0.29,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
25,11.990476190476198,False,0.0,0.0,0.09,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11199,3.3488303130148305,False,0.0,0.0,0.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
150,3.347647058823525,True,0.0,0.0,0.6,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
89,5.68493150684932,False,0.0,0.0,0.31,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
25431,4.55397181062523,True,0.0,0.0,0.97,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15892,4.778642143983189,True,0.0,0.0,0.91,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8515,8.54931388126535,False,0.0,0.0,0.12,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
138,3.5296363636363624,True,0.0,0.0,0.52,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
18,5.98666666666667,False,0.0,0.0,0.09,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
154,3.271428571428567,False,0.0,0.0,0.4,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
131,4.928971962616822,False,0.0,0.0,0.5,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71,3.9896551724137903,False,119585.88,0.0,0.22,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
47,11.9641025641026,False,0.0,0.0,0.25,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,6.48888888888889,False,0.0,0.0,0.11,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
16974,11.213002653602778,True,0.0,0.0,0.89,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
15791,1.335348456309885,True,0.0,0.0,0.4,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
110,13.2595505617978,True,0.0,0.0,0.46,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
95,5.7974358974359,False,0.0,0.0,0.22,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
13293,4.106680416421141,True,0.0,0.0,0.83,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
76,5.47333333333333,True,0.0,0.0,0.37,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
95,3.8653846153846096,False,0.0,0.0,0.56,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
5768,10.7965884861407,False,0.0,0.0,0.02,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
19,6.4875,False,0.0,0.0,0.13,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
5713,1.3556097560975608,True,128483.51,30192.122,0.18,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
17269,1.8904016064257,True,0.0,0.0,0.01,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
2103,2.95520467836257,False,0.0,0.0,0.03,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
86,5.752857142857139,False,0.0,0.0,0.33,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
13634,4.535449844881073,True,0.0,0.0,0.89,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
17,6.492857142857139,False,0.0,0.0,0.03,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
23,3.98947368421053,False,0.0,0.0,0.16,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20848,10.498185578381356,True,185460.21,41355.412,0.93,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
107,3.441724137931032,False,190637.32,9289.175,0.41,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
154,3.34152,True,0.0,0.0,0.52,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
12598,11.91166379097856,True,0.0,0.0,0.88,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
211,1.8146511627906965,False,0.0,0.0,0.56,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
9435,4.544018664333624,True,0.0,0.0,0.8,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
114,3.5129032258064488,False,0.0,0.0,0.43,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
93,4.9,False,0.0,0.0,0.4,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
107,10.70379310344831,False,0.0,0.0,0.29,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
20012,3.4506139581506097,True,0.0,0.0,0.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
20377,4.076670922653041,True,0.0,0.0,0.96,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16972,4.78060883575002,True,0.0,0.0,0.93,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
109,3.495681818181819,True,177584.0,33405.19,0.41,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
94,3.9985714285714256,False,0.0,0.0,0.53,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
23106,3.070913201720518,True,0.0,0.0,0.92,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
184,1.883877551020404,True,0.0,0.0,0.66,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
7124,3.59314285714286,True,0.0,0.0,0.01,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
12699,11.83027945705487,True,0.0,0.0,0.87,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
223,9.4247802197802,False,167878.73,9297.155,0.52,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
9210,9.94975961538462,False,0.0,0.0,0.09,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
14078,4.515651249335464,True,0.0,0.0,0.89,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
15106,4.551163532572202,True,0.0,0.0,0.87,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
36,5.99,False,0.0,0.0,0.25,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
12942,4.775653588127675,True,0.0,0.0,0.87,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
23,3.98947368421053,False,0.0,0.0,0.19,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
39,11.990625,False,139959.4,0.0,0.24,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
87,4.31029411764706,True,0.0,0.0,0.31,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
141,3.42608695652174,False,0.0,0.0,0.42,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2125,3.49297597042514,True,0.0,0.0,0.03,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
31166,3.4501953510399,False,0.0,0.0,0.47,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
15243,1.96248627278717,True,0.0,0.0,0.01,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
14156,4.096397243793064,True,0.0,0.0,0.86,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
72,12.9898305084746,False,157125.13,12276.264,0.12,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
15584,4.793931034482759,True,0.0,0.0,0.92,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
207,3.632499999999999,True,0.0,0.0,0.58,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
23,5.98947368421053,False,0.0,0.0,0.09,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
25,5.99047619047619,False,0.0,0.0,0.17,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
14,6.49166666666667,False,0.0,0.0,0.04,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
8,6.48571428571429,False,0.0,0.0,0.02,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
19,6.4875,False,0.0,0.0,0.13,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
12667,12.274012044085888,True,167878.73,9297.155,0.84,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
131,8.904705882352939,True,0.0,0.0,0.53,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
12844,4.533525634491896,True,0.0,0.0,0.89,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
49,5.49,False,102044.42,0.0,0.14,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8977,2.51325524925011,True,0.0,0.0,0.01,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
107,3.350117647058823,True,0.0,0.0,0.53,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
21261,4.814946729361342,True,0.0,0.0,0.93,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2223,3.29778597785978,True,0.0,0.0,0.05,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
22839,4.136464534075104,True,0.0,0.0,0.94,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
17914,3.9937265889986775,True,0.0,0.0,0.93,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
17908,4.815699256970503,True,0.0,0.0,0.94,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
141,3.517043478260868,False,0.0,0.0,0.48,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
5558,3.48860642477467,True,0.0,0.0,0.01,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
14260,1.9027605733498505,True,190637.32,9289.175,0.01,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
34,11.9892857142857,False,117052.52,12668.406,0.11,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
15,6.4923076923076914,False,0.0,0.0,0.17,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1305,11.28774740810556,False,0.0,0.0,0.13,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
5954,3.3130016722408,True,0.0,0.0,0.02,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
14700,4.519094861660078,True,184916.05,3920.0,0.9,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
28,6.49130434782609,False,0.0,0.0,0.21,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
118,3.519574468085106,True,0.0,0.0,0.46,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
29,3.95,False,0.0,7007.919,0.16,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
60,3.184468085106387,True,0.0,0.0,0.38,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
28,6.49130434782609,False,0.0,0.0,0.12,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
9226,2.66252008569898,True,0.0,0.0,0.01,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
67,10.5428571428571,True,0.0,0.0,0.28,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
5234,3.54774923403252,True,0.0,99304.954,0.01,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
18293,4.089551768580838,True,0.0,0.0,0.94,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
367,2.398695652173915,False,0.0,0.0,0.6,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
222,3.512528089887636,True,0.0,0.0,0.62,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
95,3.3465789473684224,True,0.0,76349.924,0.59,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
113,12.9902173913043,False,177492.99,13740.476,0.22,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1264,3.2386186770428,False,0.0,0.0,0.03,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18623,4.823912622701509,True,0.0,0.0,0.93,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
120,3.211530612244902,False,0.0,0.0,0.33,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
16847,4.831435357453881,True,0.0,0.0,0.94,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40254,2.3224187134502903,True,0.0,0.0,0.76,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
12152,4.5462463876699095,True,164274.65,0.0,0.59,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
